Entity,Code,Year,Annual COâ‚‚ emissions (per capita)
United Kingdom,GBR,1959,10.466076
United Kingdom,GBR,1960,11.116029
United Kingdom,GBR,1961,11.130099
United Kingdom,GBR,1962,11.130091
United Kingdom,GBR,1963,11.246088
United Kingdom,GBR,1964,11.254874
United Kingdom,GBR,1965,11.444496
United Kingdom,GBR,1966,11.304241
United Kingdom,GBR,1967,10.769831
United Kingdom,GBR,1968,10.97902
United Kingdom,GBR,1969,11.33115
United Kingdom,GBR,1970,11.723551
United Kingdom,GBR,1971,11.815778
United Kingdom,GBR,1972,11.555548
United Kingdom,GBR,1973,11.738589
United Kingdom,GBR,1974,10.977119
United Kingdom,GBR,1975,10.730088
United Kingdom,GBR,1976,10.649713
United Kingdom,GBR,1977,10.758394
United Kingdom,GBR,1978,10.7647085
United Kingdom,GBR,1979,11.464372
United Kingdom,GBR,1980,10.288091
United Kingdom,GBR,1981,9.955751
United Kingdom,GBR,1982,9.739092
United Kingdom,GBR,1983,9.683387
United Kingdom,GBR,1984,9.372823
United Kingdom,GBR,1985,9.886288
United Kingdom,GBR,1986,10.018232
United Kingdom,GBR,1987,10.049351
United Kingdom,GBR,1988,10.000498
United Kingdom,GBR,1989,10.170591
United Kingdom,GBR,1990,10.4927225
United Kingdom,GBR,1991,10.588317
United Kingdom,GBR,1992,10.288521
United Kingdom,GBR,1993,10.017321
United Kingdom,GBR,1994,9.896297
United Kingdom,GBR,1995,9.735405
United Kingdom,GBR,1996,10.0647545
United Kingdom,GBR,1997,9.62765
United Kingdom,GBR,1998,9.697672
United Kingdom,GBR,1999,9.545588
United Kingdom,GBR,2000,9.635275
United Kingdom,GBR,2001,9.748509
United Kingdom,GBR,2002,9.40991
United Kingdom,GBR,2003,9.555585
United Kingdom,GBR,2004,9.530167
United Kingdom,GBR,2005,9.412128
United Kingdom,GBR,2006,9.301154
United Kingdom,GBR,2007,9.09334
United Kingdom,GBR,2008,8.785364
United Kingdom,GBR,2009,7.9049363
United Kingdom,GBR,2010,8.124634
United Kingdom,GBR,2011,7.3959785
United Kingdom,GBR,2012,7.62153
United Kingdom,GBR,2013,7.4175463
United Kingdom,GBR,2014,6.764833
United Kingdom,GBR,2015,6.461413
United Kingdom,GBR,2016,6.061766
United Kingdom,GBR,2017,5.8378453
United Kingdom,GBR,2018,5.6886244
United Kingdom,GBR,2019,5.4350777
United Kingdom,GBR,2020,4.84416
United Kingdom,GBR,2021,5.091122
United Kingdom,GBR,2022,4.6030793
United Kingdom,GBR,2023,4.4428244
United States,USA,1800,0.042136
United States,USA,1801,0.043749023
United States,USA,1802,0.046463702
United States,USA,1803,0.04675338
United States,USA,1804,0.051547863
United States,USA,1805,0.05170035
United States,USA,1806,0.049647022
United States,USA,1807,0.055148073
United States,USA,1808,0.056223534
United States,USA,1809,0.05672419
United States,USA,1810,0.057195846
United States,USA,1811,0.05957973
United States,USA,1812,0.0625836
United States,USA,1813,0.06519789
United States,USA,1814,0.06802918
United States,USA,1815,0.070616506
United States,USA,1816,0.07547438
United States,USA,1817,0.079147205
United States,USA,1818,0.08329477
United States,USA,1819,0.0788342
United States,USA,1820,0.07940742
United States,USA,1821,0.08064995
United States,USA,1822,0.08181233
United States,USA,1823,0.08290245
United States,USA,1824,0.09074809
United States,USA,1825,0.09872902
United States,USA,1826,0.111148365
United States,USA,1827,0.11888613
United States,USA,1828,0.12727666
United States,USA,1829,0.13939415
United States,USA,1830,0.15767905
United States,USA,1831,0.16626401
United States,USA,1832,0.21589011
United States,USA,1833,0.2451494
United States,USA,1834,0.22857675
United States,USA,1835,0.28379282
United States,USA,1836,0.30255765
United States,USA,1837,0.33012334
United States,USA,1838,0.3045117
United States,USA,1839,0.3247494
United States,USA,1840,0.3359056
United States,USA,1841,0.34518078
United States,USA,1842,0.37302932
United States,USA,1843,0.40623948
United States,USA,1844,0.47249264
United States,USA,1845,0.5519618
United States,USA,1846,0.6075555
United States,USA,1847,0.6989572
United States,USA,1848,0.7553745
United States,USA,1849,0.79568434
United States,USA,1850,0.83870095
United States,USA,1851,1.0133029
United States,USA,1852,1.0699053
United States,USA,1853,1.1693825
United States,USA,1854,1.2480785
United States,USA,1855,1.394424
United States,USA,1856,1.4202958
United States,USA,1857,1.4139436
United States,USA,1858,1.3925428
United States,USA,1859,1.4731518
United States,USA,1860,1.5011375
United States,USA,1861,1.4090402
United States,USA,1862,1.4285618
United States,USA,1863,1.6126716
United States,USA,1864,1.6866376
United States,USA,1865,1.6529324
United States,USA,1866,1.6266301
United States,USA,1867,1.9555545
United States,USA,1868,2.1599026
United States,USA,1869,2.401964
United States,USA,1870,2.4715502
United States,USA,1871,2.524375
United States,USA,1872,3.0265274
United States,USA,1873,3.2694678
United States,USA,1874,3.0782638
United States,USA,1875,3.0432105
United States,USA,1876,2.912211
United States,USA,1877,3.1561265
United States,USA,1878,3.0182126
United States,USA,1879,3.5994267
United States,USA,1880,3.986088
United States,USA,1881,4.1242743
United States,USA,1882,4.517172
United States,USA,1883,4.764769
United States,USA,1884,4.911519
United States,USA,1885,4.885538
United States,USA,1886,5.0466657
United States,USA,1887,5.2776074
United States,USA,1888,6.2780514
United States,USA,1889,5.5148797
United States,USA,1890,6.468085
United States,USA,1891,6.7461
United States,USA,1892,6.9749255
United States,USA,1893,6.9034314
United States,USA,1894,6.3442984
United States,USA,1895,7.033352
United States,USA,1896,6.918819
United States,USA,1897,7.067037
United States,USA,1898,7.563029
United States,USA,1899,8.516529
United States,USA,1900,8.856599
United States,USA,1901,9.463163
United States,USA,1902,9.83929
United States,USA,1903,11.294751
United States,USA,1904,10.9292755
United States,USA,1905,11.993248
United States,USA,1906,12.352037
United States,USA,1907,14.090626
United States,USA,1908,12.090888
United States,USA,1909,13.149926
United States,USA,1910,14.104886
United States,USA,1911,13.743023
United States,USA,1912,14.455241
United States,USA,1913,15.308516
United States,USA,1914,13.795953
United States,USA,1915,14.121179
United States,USA,1916,15.469336
United States,USA,1917,16.785204
United States,USA,1918,17.309261
United States,USA,1919,14.442194
United States,USA,1920,16.730282
United States,USA,1921,13.506341
United States,USA,1922,13.424879
United States,USA,1923,17.478342
United States,USA,1924,15.423299
United States,USA,1925,15.735723
United States,USA,1926,16.812035
United States,USA,1927,16.192951
United States,USA,1928,15.685378
United States,USA,1929,16.603048
United States,USA,1930,14.58597
United States,USA,1931,12.289558
United States,USA,1932,10.321664
United States,USA,1933,10.991698
United States,USA,1934,11.621933
United States,USA,1935,11.991493
United States,USA,1936,13.672
United States,USA,1937,14.204154
United States,USA,1938,11.926593
United States,USA,1939,13.037762
United States,USA,1940,14.487894
United States,USA,1941,15.615902
United States,USA,1942,16.58958
United States,USA,1943,16.911407
United States,USA,1944,17.948437
United States,USA,1945,17.084375
United States,USA,1946,16.121332
United States,USA,1947,17.508738
United States,USA,1948,17.940481
United States,USA,1949,14.822593
United States,USA,1950,16.48146
United States,USA,1951,16.734978
United States,USA,1952,16.066198
United States,USA,1953,16.212685
United States,USA,1954,15.213387
United States,USA,1955,16.417036
United States,USA,1956,16.940592
United States,USA,1957,16.535189
United States,USA,1958,15.768463
United States,USA,1959,15.986401
United States,USA,1960,16.07168
United States,USA,1961,15.733178
United States,USA,1962,16.033813
United States,USA,1963,16.470348
United States,USA,1964,16.929379
United States,USA,1965,17.37532
United States,USA,1966,18.013336
United States,USA,1967,18.462694
United States,USA,1968,18.91976
United States,USA,1969,19.65487
United States,USA,1970,20.884323
United States,USA,1971,20.745802
United States,USA,1972,21.485434
United States,USA,1973,22.257154
United States,USA,1974,21.289358
United States,USA,1975,20.437992
United States,USA,1976,21.468273
United States,USA,1977,21.902563
United States,USA,1978,21.924551
United States,USA,1979,22.010122
United States,USA,1980,20.92102
United States,USA,1981,20.183939
United States,USA,1982,18.959597
United States,USA,1983,18.69184
United States,USA,1984,19.47947
United States,USA,1985,19.251644
United States,USA,1986,19.11719
United States,USA,1987,19.605083
United States,USA,1988,20.334122
United States,USA,1989,20.474888
United States,USA,1990,20.211107
United States,USA,1991,19.740822
United States,USA,1992,19.931076
United States,USA,1993,20.07686
United States,USA,1994,20.206358
United States,USA,1995,20.227972
United States,USA,1996,20.722767
United States,USA,1997,20.800028
United States,USA,1998,20.763779
United States,USA,1999,20.81858
United States,USA,2000,21.351597
United States,USA,2001,20.781439
United States,USA,2002,20.712757
United States,USA,2003,20.731209
United States,USA,2004,20.877535
United States,USA,2005,20.736685
United States,USA,2006,20.26138
United States,USA,2007,20.308895
United States,USA,2008,19.395718
United States,USA,2009,17.79321
United States,USA,2010,18.259064
United States,USA,2011,17.656881
United States,USA,2012,16.852184
United States,USA,2013,17.119564
United States,USA,2014,17.110548
United States,USA,2015,16.485851
United States,USA,2016,15.957656
United States,USA,2017,15.689611
United States,USA,2018,16.050419
United States,USA,2019,15.578152
United States,USA,2020,13.889587
United States,USA,2021,14.793602
United States,USA,2022,14.870761
United States,USA,2023,14.299026
World,OWID_WRL,1750,0.0123539
World,OWID_WRL,1760,0.013338744
World,OWID_WRL,1770,0.015818821
World,OWID_WRL,1780,0.01762452
World,OWID_WRL,1790,0.021648014
World,OWID_WRL,1800,0.033362012
World,OWID_WRL,1801,0.032424923
World,OWID_WRL,1802,0.040723216
World,OWID_WRL,1803,0.029737618
World,OWID_WRL,1804,0.031871665
World,OWID_WRL,1805,0.0312423
World,OWID_WRL,1806,0.03257867
World,OWID_WRL,1807,0.035932284
World,OWID_WRL,1808,0.03510763
World,OWID_WRL,1809,0.03580392
World,OWID_WRL,1810,0.038712256
World,OWID_WRL,1811,0.039175447
World,OWID_WRL,1812,0.039563652
World,OWID_WRL,1813,0.039684527
World,OWID_WRL,1814,0.04039906
World,OWID_WRL,1815,0.04142064
World,OWID_WRL,1816,0.042939313
World,OWID_WRL,1817,0.04618237
World,OWID_WRL,1818,0.047824178
World,OWID_WRL,1819,0.047065414
World,OWID_WRL,1820,0.046565164
World,OWID_WRL,1821,0.047476232
World,OWID_WRL,1822,0.04895967
World,OWID_WRL,1823,0.05074557
World,OWID_WRL,1824,0.05151068
World,OWID_WRL,1825,0.053968403
World,OWID_WRL,1826,0.054183245
World,OWID_WRL,1827,0.057638906
World,OWID_WRL,1828,0.058070365
World,OWID_WRL,1829,0.057378292
World,OWID_WRL,1830,0.07654942
World,OWID_WRL,1831,0.07122242
World,OWID_WRL,1832,0.06987763
World,OWID_WRL,1833,0.07053719
World,OWID_WRL,1834,0.07486173
World,OWID_WRL,1835,0.081763364
World,OWID_WRL,1836,0.08931406
World,OWID_WRL,1837,0.088315286
World,OWID_WRL,1838,0.0876033
World,OWID_WRL,1839,0.0903286
World,OWID_WRL,1840,0.09741459
World,OWID_WRL,1841,0.09970388
World,OWID_WRL,1842,0.10511472
World,OWID_WRL,1843,0.107046865
World,OWID_WRL,1844,0.11428088
World,OWID_WRL,1845,0.124253325
World,OWID_WRL,1846,0.12576827
World,OWID_WRL,1847,0.13556848
World,OWID_WRL,1848,0.13717109
World,OWID_WRL,1849,0.1455768
World,OWID_WRL,1850,0.1543173
World,OWID_WRL,1851,0.15544534
World,OWID_WRL,1852,0.16203701
World,OWID_WRL,1853,0.16934833
World,OWID_WRL,1854,0.19854853
World,OWID_WRL,1855,0.20232286
World,OWID_WRL,1856,0.21597627
World,OWID_WRL,1857,0.21790454
World,OWID_WRL,1858,0.22091478
World,OWID_WRL,1859,0.23362447
World,OWID_WRL,1860,0.25600266
World,OWID_WRL,1861,0.26834363
World,OWID_WRL,1862,0.27281454
World,OWID_WRL,1863,0.28998128
World,OWID_WRL,1864,0.311936
World,OWID_WRL,1865,0.33019522
World,OWID_WRL,1866,0.3399115
World,OWID_WRL,1867,0.36277172
World,OWID_WRL,1868,0.3718745
World,OWID_WRL,1869,0.39315882
World,OWID_WRL,1870,0.40004173
World,OWID_WRL,1871,0.42324728
World,OWID_WRL,1872,0.46637836
World,OWID_WRL,1873,0.49293151
World,OWID_WRL,1874,0.4597158
World,OWID_WRL,1875,0.4953291
World,OWID_WRL,1876,0.49953198
World,OWID_WRL,1877,0.5064879
World,OWID_WRL,1878,0.5077389
World,OWID_WRL,1879,0.5404565
World,OWID_WRL,1880,0.60657847
World,OWID_WRL,1881,0.6236064
World,OWID_WRL,1882,0.6541044
World,OWID_WRL,1883,0.6906218
World,OWID_WRL,1884,0.69375587
World,OWID_WRL,1885,0.6938907
World,OWID_WRL,1886,0.6992245
World,OWID_WRL,1887,0.7283637
World,OWID_WRL,1888,0.8010068
World,OWID_WRL,1889,0.79564834
World,OWID_WRL,1890,0.8590956
World,OWID_WRL,1891,0.8938836
World,OWID_WRL,1892,0.8949848
World,OWID_WRL,1893,0.87804705
World,OWID_WRL,1894,0.90370584
World,OWID_WRL,1895,0.9510052
World,OWID_WRL,1896,0.97596955
World,OWID_WRL,1897,1.0152088
World,OWID_WRL,1898,1.0635974
World,OWID_WRL,1899,1.1534293
World,OWID_WRL,1900,1.2053846
World,OWID_WRL,1901,1.2342092
World,OWID_WRL,1902,1.2550575
World,OWID_WRL,1903,1.3569038
World,OWID_WRL,1904,1.3606772
World,OWID_WRL,1905,1.437432
World,OWID_WRL,1906,1.4881015
World,OWID_WRL,1907,1.6817782
World,OWID_WRL,1908,1.6014835
World,OWID_WRL,1909,1.6542846
World,OWID_WRL,1910,1.721905
World,OWID_WRL,1911,1.7355986
World,OWID_WRL,1912,1.8107282
World,OWID_WRL,1913,1.94843
World,OWID_WRL,1914,1.755635
World,OWID_WRL,1915,1.7168398
World,OWID_WRL,1916,1.8420664
World,OWID_WRL,1917,1.9140049
World,OWID_WRL,1918,1.8747193
World,OWID_WRL,1919,1.613208
World,OWID_WRL,1920,1.8665122
World,OWID_WRL,1921,1.6254946
World,OWID_WRL,1922,1.6886933
World,OWID_WRL,1923,1.8982953
World,OWID_WRL,1924,1.8877376
World,OWID_WRL,1925,1.8901371
World,OWID_WRL,1926,1.8416378
World,OWID_WRL,1927,1.9916866
World,OWID_WRL,1928,1.9655665
World,OWID_WRL,1929,2.089644
World,OWID_WRL,1930,1.9104745
World,OWID_WRL,1931,1.6917075
World,OWID_WRL,1932,1.5107743
World,OWID_WRL,1933,1.5750866
World,OWID_WRL,1934,1.6951178
World,OWID_WRL,1935,1.7602086
World,OWID_WRL,1936,1.9111643
World,OWID_WRL,1937,2.0212405
World,OWID_WRL,1938,1.8813967
World,OWID_WRL,1939,1.9686369
World,OWID_WRL,1940,2.1311986
World,OWID_WRL,1941,2.1621447
World,OWID_WRL,1942,2.1373808
World,OWID_WRL,1943,2.1605966
World,OWID_WRL,1944,2.1811
World,OWID_WRL,1945,1.7987014
World,OWID_WRL,1946,1.918388
World,OWID_WRL,1947,2.1332438
World,OWID_WRL,1948,2.231005
World,OWID_WRL,1949,2.10867
World,OWID_WRL,1950,2.3786693
World,OWID_WRL,1951,2.5154169
World,OWID_WRL,1952,2.5028036
World,OWID_WRL,1953,2.5249114
World,OWID_WRL,1954,2.527846
World,OWID_WRL,1955,2.7165384
World,OWID_WRL,1956,2.835367
World,OWID_WRL,1957,2.86952
World,OWID_WRL,1958,2.8912625
World,OWID_WRL,1959,2.9854476
World,OWID_WRL,1960,3.1129503
World,OWID_WRL,1961,3.0719225
World,OWID_WRL,1962,3.1207554
World,OWID_WRL,1963,3.2155936
World,OWID_WRL,1964,3.315824
World,OWID_WRL,1965,3.3919585
World,OWID_WRL,1966,3.4848719
World,OWID_WRL,1967,3.5231543
World,OWID_WRL,1968,3.6402261
World,OWID_WRL,1969,3.8021321
World,OWID_WRL,1970,4.032584
World,OWID_WRL,1971,4.112594
World,OWID_WRL,1972,4.2197514
World,OWID_WRL,1973,4.3575473
World,OWID_WRL,1974,4.256582
World,OWID_WRL,1975,4.1891084
World,OWID_WRL,1976,4.340744
World,OWID_WRL,1977,4.385783
World,OWID_WRL,1978,4.442884
World,OWID_WRL,1979,4.4886904
World,OWID_WRL,1980,4.3818007
World,OWID_WRL,1981,4.20045
World,OWID_WRL,1982,4.091141
World,OWID_WRL,1983,4.043131
World,OWID_WRL,1984,4.1085486
World,OWID_WRL,1985,4.1717267
World,OWID_WRL,1986,4.157858
World,OWID_WRL,1987,4.208147
World,OWID_WRL,1988,4.295053
World,OWID_WRL,1989,4.2768035
World,OWID_WRL,1990,4.266109
World,OWID_WRL,1991,4.278877
World,OWID_WRL,1992,4.091575
World,OWID_WRL,1993,4.069678
World,OWID_WRL,1994,4.051227
World,OWID_WRL,1995,4.0862265
World,OWID_WRL,1996,4.152334
World,OWID_WRL,1997,4.118613
World,OWID_WRL,1998,4.0458646
World,OWID_WRL,1999,4.081738
World,OWID_WRL,2000,4.1334705
World,OWID_WRL,2001,4.1097608
World,OWID_WRL,2002,4.146101
World,OWID_WRL,2003,4.3096466
World,OWID_WRL,2004,4.4027133
World,OWID_WRL,2005,4.4959054
World,OWID_WRL,2006,4.5909643
World,OWID_WRL,2007,4.666746
World,OWID_WRL,2008,4.6861563
World,OWID_WRL,2009,4.549688
World,OWID_WRL,2010,4.750381
World,OWID_WRL,2011,4.852329
World,OWID_WRL,2012,4.8603024
World,OWID_WRL,2013,4.8412857
World,OWID_WRL,2014,4.802484
World,OWID_WRL,2015,4.7392993
World,OWID_WRL,2016,4.685639
World,OWID_WRL,2017,4.707258
World,OWID_WRL,2018,4.751732
World,OWID_WRL,2019,4.7500806
World,OWID_WRL,2020,4.453724
World,OWID_WRL,2021,4.650446
World,OWID_WRL,2022,4.649288
World,OWID_WRL,2023,4.6703916